# x, y, theta, v_l, v_r
5.30, 76.42, -1.604, 25.02, 25.02
5.30, 76.17, -1.604, 25.02, 25.02
5.29, 75.92, -1.604, 25.02, 25.02
5.28, 75.67, -1.604, 25.02, 25.02
5.27, 75.42, -1.604, 25.02, 25.02
5.26, 75.17, -1.604, 25.02, 25.02
5.25, 74.92, -1.604, 25.02, 25.02
5.25, 74.67, -1.604, 25.02, 25.02
5.24, 74.42, -1.604, 25.02, 25.02
5.23, 74.17, -1.604, 25.02, 25.02
5.22, 73.92, -1.604, 25.02, 25.02
5.21, 73.67, -1.604, 25.02, 25.02
5.20, 73.42, -1.604, 25.02, 25.02
5.20, 73.17, -1.604, 25.02, 25.02
5.19, 72.92, -1.604, 25.02, 25.02
5.18, 72.67, -1.604, 25.02, 25.02
5.17, 72.42, -1.604, 25.02, 25.02
5.16, 72.17, -1.604, 25.02, 25.02
5.15, 71.92, -1.604, 25.02, 25.02
5.15, 71.67, -1.604, 25.02, 25.02
5.14, 71.42, -1.604, 25.02, 25.02
5.13, 71.17, -1.604, 25.02, 25.02
5.12, 70.92, -1.604, 25.02, 25.02
5.11, 70.67, -1.604, 25.02, 25.02
5.10, 70.42, -1.604, 25.02, 25.02
5.09, 70.17, -1.604, 25.02, 25.02
5.09, 69.92, -1.604, 25.02, 25.02
5.08, 69.67, -1.604, 25.02, 25.02
5.07, 69.42, -1.604, 25.02, 25.02
5.06, 69.17, -1.604, 25.02, 25.02
5.05, 68.92, -1.604, 25.02, 25.02
5.04, 68.67, -1.604, 25.02, 25.02
5.04, 68.42, -1.604, 25.02, 25.02
5.03, 68.17, -1.604, 25.02, 25.02
5.02, 67.92, -1.604, 25.02, 25.02
5.01, 67.67, -1.604, 25.02, 25.02
5.00, 67.42, -1.604, 25.02, 25.02
4.99, 67.17, -1.604, 25.02, 25.02
4.99, 66.92, -1.604, 25.02, 25.02
4.98, 66.67, -1.604, 25.02, 25.02
4.97, 66.42, -1.604, 25.02, 25.02
4.96, 66.17, -1.604, 25.02, 25.02
4.95, 65.92, -1.604, 25.02, 25.02
4.94, 65.66, -1.604, 25.02, 25.02
4.94, 65.41, -1.604, 25.02, 25.02
4.93, 65.16, -1.604, 25.02, 25.02
4.92, 64.91, -1.604, 25.02, 25.02
4.91, 64.66, -1.604, 25.02, 25.02
4.90, 64.41, -1.604, 25.02, 25.02
4.89, 64.16, -1.604, 25.02, 25.02
4.89, 63.91, -1.604, 25.02, 25.02
4.88, 63.66, -1.604, 25.02, 25.02
4.87, 63.41, -1.604, 25.02, 25.02
4.86, 63.16, -1.604, 25.02, 25.02
4.85, 62.91, -1.604, 25.02, 25.02
4.84, 62.66, -1.604, 25.02, 25.02
4.84, 62.41, -1.604, 25.02, 25.02
4.83, 62.16, -1.604, 25.02, 25.02
4.82, 61.91, -1.604, 25.02, 25.02
4.81, 61.66, -1.604, 25.02, 25.02
4.80, 61.41, -1.604, 25.02, 25.02
4.79, 61.16, -1.604, 25.02, 25.02
4.79, 60.91, -1.604, 25.02, 25.02
4.78, 60.66, -1.604, 25.02, 25.02
4.77, 60.41, -1.604, 25.02, 25.02
4.76, 60.16, -1.604, 25.02, 25.02
4.75, 59.91, -1.604, 25.02, 25.02
4.74, 59.66, -1.604, 25.02, 25.02
4.74, 59.41, -1.604, 25.02, 25.02
4.73, 59.16, -1.604, 25.02, 25.02
4.72, 58.91, -1.604, 25.02, 25.02
4.71, 58.66, -1.604, 25.02, 25.02
4.70, 58.41, -1.604, 25.02, 25.02
4.69, 58.16, -1.604, 25.02, 25.02
4.69, 57.91, -1.604, 25.02, 25.02
4.68, 57.66, -1.604, 25.02, 25.02
4.67, 57.41, -1.604, 25.02, 25.02
4.66, 57.16, -1.604, 25.02, 25.02
4.65, 56.91, -1.604, 25.02, 25.02
4.64, 56.66, -1.604, 25.02, 25.02
4.64, 56.41, -1.604, 25.02, 25.02
4.63, 56.16, -1.604, 25.02, 25.02
4.62, 55.91, -1.604, 25.02, 25.02
4.61, 55.66, -1.604, 25.02, 25.02
4.60, 55.41, -1.604, 25.02, 25.02
4.59, 55.16, -1.604, 25.02, 25.02
4.59, 54.91, -1.604, 25.02, 25.02
4.58, 54.66, -1.604, 25.02, 25.02
4.57, 54.41, -1.604, 25.02, 25.02
4.56, 54.16, -1.604, 25.02, 25.02
4.55, 53.91, -1.604, 25.02, 25.02
4.54, 53.66, -1.604, 25.02, 25.02
4.54, 53.41, -1.604, 25.02, 25.02
4.53, 53.16, -1.604, 25.02, 25.02
4.52, 52.91, -1.604, 25.02, 25.02
4.51, 52.66, -1.604, 25.02, 25.02
4.50, 52.41, -1.604, 25.02, 25.02
4.49, 52.16, -1.604, 25.02, 25.02
4.49, 51.91, -1.604, 25.02, 25.02
4.48, 51.66, -1.604, 25.02, 25.02
4.47, 51.41, -1.604, 25.02, 25.02
4.46, 51.16, -1.604, 25.02, 25.02
4.45, 50.91, -1.604, 25.02, 25.02
4.44, 50.66, -1.604, 25.02, 25.02
4.44, 50.41, -1.604, 25.02, 25.02
4.43, 50.16, -1.604, 25.02, 25.02
4.42, 49.91, -1.604, 25.02, 25.02
4.41, 49.66, -1.604, 25.02, 25.02
4.40, 49.41, -1.604, 25.02, 25.02
4.39, 49.16, -1.604, 25.02, 25.02
4.38, 48.91, -1.604, 25.02, 25.02
4.38, 48.66, -1.604, 25.02, 25.02
4.37, 48.41, -1.604, 25.02, 25.02
4.36, 48.16, -1.604, 25.02, 25.02
4.35, 47.91, -1.604, 25.02, 25.02
4.34, 47.66, -1.604, 25.02, 25.02
4.33, 47.41, -1.604, 25.02, 25.02
4.33, 47.16, -1.604, 25.02, 25.02
4.32, 46.91, -1.604, 25.02, 25.02
4.31, 46.66, -1.604, 25.02, 25.02
4.30, 46.41, -1.604, 25.02, 25.02
4.29, 46.16, -1.604, 25.02, 25.02
4.28, 45.91, -1.604, 25.02, 25.02
4.28, 45.66, -1.604, 25.02, 25.02
4.27, 45.41, -1.604, 25.02, 25.02
4.26, 45.16, -1.604, 25.02, 25.02
4.25, 44.91, -1.604, 25.02, 25.02
4.24, 44.66, -1.604, 25.02, 25.02
4.23, 44.41, -1.604, 25.02, 25.02
4.23, 44.16, -1.604, 25.02, 25.02
4.22, 43.91, -1.604, 25.02, 25.02
4.21, 43.66, -1.604, 25.02, 25.02
4.20, 43.41, -1.604, 25.02, 25.02
4.19, 43.16, -1.604, 25.02, 25.02
4.18, 42.91, -1.604, 25.02, 25.02
4.18, 42.66, -1.604, 25.02, 25.02
4.17, 42.41, -1.604, 25.02, 25.02
4.16, 42.16, -1.604, 25.02, 25.02
4.15, 41.91, -1.604, 25.02, 25.02
4.14, 41.65, -1.604, 25.02, 25.02
4.13, 41.40, -1.604, 25.02, 25.02
4.13, 41.15, -1.604, 25.02, 25.02
4.12, 40.90, -1.604, 25.02, 25.02
4.11, 40.65, -1.604, 25.02, 25.02
4.10, 40.40, -1.604, 25.02, 25.02
4.09, 40.15, -1.604, 25.02, 25.02
4.08, 39.90, -1.604, 25.02, 25.02
4.08, 39.65, -1.604, 25.02, 25.02
4.07, 39.40, -1.604, 25.02, 25.02
4.06, 39.15, -1.604, 25.02, 25.02
4.05, 38.90, -1.604, 25.02, 25.02
4.04, 38.65, -1.604, 25.02, 25.02
4.03, 38.40, -1.604, 25.02, 25.02
4.03, 38.15, -1.604, 25.02, 25.02
4.02, 37.90, -1.604, 25.02, 25.02
4.01, 37.65, -1.604, 25.02, 25.02
4.00, 37.40, -1.604, 25.02, 25.02
3.99, 37.15, -1.604, 25.02, 25.02
3.98, 36.90, -1.604, 25.02, 25.02
3.98, 36.65, -1.604, 25.02, 25.02
3.97, 36.40, -1.604, 25.02, 25.02
3.96, 36.15, -1.604, 25.02, 25.02
3.95, 35.90, -1.604, 25.02, 25.02
3.94, 35.65, -1.604, 25.02, 25.02
3.93, 35.40, -1.604, 25.02, 25.02
3.93, 35.15, -1.604, 25.02, 25.02
3.92, 34.90, -1.604, 25.02, 25.02
3.91, 34.65, -1.604, 25.02, 25.02
3.90, 34.40, -1.604, 25.02, 25.02
3.89, 34.15, -1.604, 25.02, 25.02
3.88, 33.90, -1.604, 25.02, 25.02
3.88, 33.65, -1.604, 25.02, 25.02
3.87, 33.40, -1.604, 25.02, 25.02
3.86, 33.15, -1.604, 25.02, 25.02
3.85, 32.90, -1.604, 25.02, 25.02
3.84, 32.65, -1.604, 25.02, 25.02
3.83, 32.40, -1.604, 25.02, 25.02
3.83, 32.15, -1.604, 25.02, 25.02
3.82, 31.90, -1.604, 25.02, 25.02
3.81, 31.65, -1.604, 25.02, 25.02
3.80, 31.40, -1.604, 25.02, 25.02
3.79, 31.15, -1.604, 25.02, 25.02
3.78, 30.90, -1.604, 25.02, 25.02
3.78, 30.65, -1.604, 25.02, 25.02
3.77, 30.40, -1.604, 25.02, 25.02
3.76, 30.15, -1.604, 25.02, 25.02
3.75, 29.90, -1.604, 25.02, 25.02
3.74, 29.65, -1.604, 25.02, 25.02
3.73, 29.40, -1.604, 25.02, 25.02
3.73, 29.15, -1.604, 25.02, 25.02
3.72, 28.90, -1.604, 25.02, 25.02
3.71, 28.65, -1.604, 25.02, 25.02
3.70, 28.40, -1.604, 25.02, 25.02
3.69, 28.15, -1.604, 25.02, 25.02
3.68, 27.90, -1.604, 25.02, 25.02
3.67, 27.65, -1.604, 25.02, 25.02
3.67, 27.40, -1.604, 25.02, 25.02
3.66, 27.15, -1.604, 25.02, 25.02
3.65, 26.90, -1.604, 25.02, 25.02
3.64, 26.65, -1.604, 25.02, 25.02
3.63, 26.40, -1.604, 25.02, 25.02
3.62, 26.15, -1.604, 25.02, 25.02
3.62, 25.90, -1.604, 25.02, 25.02
3.61, 25.65, -1.604, 25.02, 25.02
3.60, 25.40, -1.604, 25.02, 25.02
3.59, 25.15, -1.604, 25.02, 25.02
3.58, 24.90, -1.604, 25.02, 25.02
3.57, 24.65, -1.604, 25.02, 25.02
3.57, 24.40, -1.604, 25.02, 25.02
3.56, 24.15, -1.604, 25.02, 25.02
3.55, 23.90, -1.604, 25.02, 25.02
3.54, 23.65, -1.604, 25.02, 25.02
3.53, 23.40, -1.604, 25.02, 25.02
3.52, 23.15, -1.604, 25.02, 25.02
3.52, 22.90, -1.604, 25.02, 25.02
3.51, 22.65, -1.604, 25.02, 25.02
3.50, 22.40, -1.604, 25.02, 25.02
3.49, 22.15, -1.604, 25.02, 25.02
3.48, 21.90, -1.604, 25.02, 25.02
3.47, 21.65, -1.604, 25.02, 25.02
3.47, 21.40, -1.604, 25.02, 25.02
3.46, 21.15, -1.604, 25.02, 25.02
3.45, 20.90, -1.604, 25.02, 25.02
3.44, 20.65, -1.604, 25.02, 25.02
3.43, 20.40, -1.604, 25.02, 25.02
3.42, 20.15, -1.604, 25.02, 25.02
3.42, 19.90, -1.604, 25.02, 25.02
3.41, 19.65, -1.604, 25.02, 25.02
3.40, 19.40, -1.604, 25.02, 25.02
3.39, 19.15, -1.604, 25.02, 25.02
3.38, 18.90, -1.604, 25.02, 25.02
3.37, 18.65, -1.604, 25.02, 25.02
3.37, 18.40, -1.604, 25.02, 25.02
3.36, 18.15, -1.604, 25.02, 25.02
3.35, 17.89, -1.604, 25.02, 25.02
3.34, 17.64, -1.604, 25.02, 25.02
3.33, 17.39, -1.604, 25.02, 25.02
3.32, 17.14, -1.604, 25.02, 25.02
3.32, 16.89, -1.604, 25.02, 25.02
3.31, 16.64, -1.604, 25.02, 25.02
3.30, 16.39, -1.604, 25.02, 25.02
3.29, 16.14, -1.604, 25.02, 25.02
3.28, 15.89, -1.604, 25.02, 25.02
3.27, 15.64, -1.604, 25.02, 25.02
3.27, 15.39, -1.604, 25.02, 25.02
3.26, 15.14, -1.604, 25.02, 25.02
3.25, 14.89, -1.604, 25.02, 25.02
3.24, 14.64, -1.604, 25.02, 25.02
3.23, 14.39, -1.604, 25.02, 25.02
3.22, 14.14, -1.604, 25.02, 25.02
3.22, 13.89, -1.604, 25.02, 25.02
3.21, 13.64, -1.604, 25.02, 25.02
3.20, 13.39, -1.604, 25.02, 25.02
3.19, 13.14, -1.604, 25.02, 25.02
3.18, 12.89, -1.604, 25.02, 25.02
3.17, 12.64, -1.604, 25.02, 25.02
3.17, 12.39, -1.604, 25.02, 25.02
3.16, 12.14, -1.604, 25.02, 25.02
3.15, 11.89, -1.604, 25.02, 25.02
3.14, 11.64, -1.604, 25.02, 25.02
3.13, 11.39, -1.604, 25.02, 25.02
3.12, 11.14, -1.604, 25.02, 25.02
3.12, 10.89, -1.604, 25.02, 25.02
3.11, 10.64, -1.604, 25.02, 25.02
3.10, 10.39, -1.604, 25.02, 25.02
3.09, 10.14, -1.604, 25.02, 25.02
3.08, 9.89, -1.604, 25.02, 25.02
3.06, 9.73, -1.776, 25.02, 7.82
3.02, 9.58, -1.948, 25.02, 7.82
3.00, 9.55, -1.870, 0.00, 7.82
2.99, 9.51, -1.792, 0.00, 7.82
2.99, 9.47, -1.714, 0.00, 7.82
2.98, 9.43, -1.635, 0.00, 7.82
2.98, 9.39, -1.557, 0.00, 7.82
2.98, 9.35, -1.479, 0.00, 7.82
2.99, 9.31, -1.401, 0.00, 7.82
3.00, 9.27, -1.323, 0.00, 7.82
3.01, 9.24, -1.244, 0.00, 7.82
3.02, 9.20, -1.166, 0.00, 7.82
3.04, 9.17, -1.088, 0.00, 7.82
3.06, 9.14, -1.010, 0.00, 7.82
3.08, 9.11, -0.932, 0.00, 7.82
3.10, 9.08, -0.853, 0.00, 7.82
3.13, 9.05, -0.775, 0.00, 7.82
3.16, 9.03, -0.697, 0.00, 7.82
3.19, 9.01, -0.619, 0.00, 7.82
3.22, 8.99, -0.541, 0.00, 7.82
3.22, 8.99, -0.541, 0.00, 0.00
3.34, 8.96, -0.290, 0.00, 25.02
3.58, 8.89, -0.290, 25.02, 25.02
3.82, 8.82, -0.290, 25.02, 25.02
4.06, 8.75, -0.290, 25.02, 25.02
4.30, 8.68, -0.290, 25.02, 25.02
4.54, 8.61, -0.290, 25.02, 25.02
4.78, 8.53, -0.290, 25.02, 25.02
5.02, 8.46, -0.290, 25.02, 25.02
5.25, 8.39, -0.290, 25.02, 25.02
5.49, 8.32, -0.290, 25.02, 25.02
5.73, 8.25, -0.290, 25.02, 25.02
5.97, 8.18, -0.290, 25.02, 25.02
6.21, 8.10, -0.290, 25.02, 25.02
6.45, 8.03, -0.290, 25.02, 25.02
6.69, 7.96, -0.290, 25.02, 25.02
6.93, 7.89, -0.290, 25.02, 25.02
7.17, 7.82, -0.290, 25.02, 25.02
7.41, 7.75, -0.290, 25.02, 25.02
7.65, 7.67, -0.290, 25.02, 25.02
7.89, 7.60, -0.290, 25.02, 25.02
8.13, 7.53, -0.290, 25.02, 25.02
8.37, 7.46, -0.290, 25.02, 25.02
8.61, 7.39, -0.290, 25.02, 25.02
8.85, 7.32, -0.290, 25.02, 25.02
9.09, 7.24, -0.290, 25.02, 25.02
9.33, 7.17, -0.290, 25.02, 25.02
9.57, 7.10, -0.290, 25.02, 25.02
9.81, 7.03, -0.290, 25.02, 25.02
10.05, 6.96, -0.290, 25.02, 25.02
10.29, 6.89, -0.290, 25.02, 25.02
10.53, 6.81, -0.290, 25.02, 25.02
10.77, 6.74, -0.290, 25.02, 25.02
11.01, 6.67, -0.290, 25.02, 25.02
11.25, 6.60, -0.290, 25.02, 25.02
11.49, 6.53, -0.290, 25.02, 25.02
11.73, 6.46, -0.290, 25.02, 25.02
11.97, 6.38, -0.290, 25.02, 25.02
12.21, 6.31, -0.290, 25.02, 25.02
12.45, 6.24, -0.290, 25.02, 25.02
12.69, 6.17, -0.290, 25.02, 25.02
12.93, 6.10, -0.290, 25.02, 25.02
13.17, 6.03, -0.290, 25.02, 25.02
13.41, 5.95, -0.290, 25.02, 25.02
13.65, 5.88, -0.290, 25.02, 25.02
13.89, 5.81, -0.290, 25.02, 25.02
14.13, 5.74, -0.290, 25.02, 25.02
14.37, 5.67, -0.290, 25.02, 25.02
14.61, 5.60, -0.290, 25.02, 25.02
14.85, 5.52, -0.290, 25.02, 25.02
15.09, 5.45, -0.290, 25.02, 25.02
15.33, 5.38, -0.290, 25.02, 25.02
15.56, 5.31, -0.290, 25.02, 25.02
15.80, 5.24, -0.290, 25.02, 25.02
16.04, 5.17, -0.290, 25.02, 25.02
16.28, 5.09, -0.290, 25.02, 25.02
16.52, 5.02, -0.290, 25.02, 25.02
16.76, 4.95, -0.290, 25.02, 25.02
17.00, 4.88, -0.290, 25.02, 25.02
17.24, 4.81, -0.290, 25.02, 25.02
17.48, 4.74, -0.290, 25.02, 25.02
17.72, 4.66, -0.290, 25.02, 25.02
17.96, 4.59, -0.290, 25.02, 25.02
18.20, 4.52, -0.290, 25.02, 25.02
18.44, 4.45, -0.290, 25.02, 25.02
18.68, 4.38, -0.290, 25.02, 25.02
18.92, 4.31, -0.290, 25.02, 25.02
19.16, 4.24, -0.290, 25.02, 25.02
19.40, 4.16, -0.290, 25.02, 25.02
19.64, 4.09, -0.290, 25.02, 25.02
19.88, 4.02, -0.290, 25.02, 25.02
20.12, 3.95, -0.290, 25.02, 25.02
20.36, 3.88, -0.290, 25.02, 25.02
20.60, 3.81, -0.290, 25.02, 25.02
20.84, 3.73, -0.290, 25.02, 25.02
21.08, 3.66, -0.290, 25.02, 25.02
21.32, 3.59, -0.290, 25.02, 25.02
21.56, 3.52, -0.290, 25.02, 25.02
21.80, 3.45, -0.290, 25.02, 25.02
22.04, 3.38, -0.290, 25.02, 25.02
22.28, 3.30, -0.290, 25.02, 25.02
22.52, 3.23, -0.290, 25.02, 25.02
22.76, 3.16, -0.290, 25.02, 25.02
23.00, 3.09, -0.290, 25.02, 25.02
23.15, 3.00, -0.462, 25.02, 7.82
23.29, 2.89, -0.634, 25.02, 7.82
23.32, 2.87, -0.556, 0.00, 7.82
23.36, 2.86, -0.478, 0.00, 7.82
23.39, 2.84, -0.400, 0.00, 7.82
23.43, 2.83, -0.322, 0.00, 7.82
23.47, 2.82, -0.243, 0.00, 7.82
23.50, 2.82, -0.165, 0.00, 7.82
23.54, 2.82, -0.087, 0.00, 7.82
23.58, 2.82, -0.009, 0.00, 7.82
23.62, 2.82, 0.069, 0.00, 7.82
23.66, 2.83, 0.148, 0.00, 7.82
23.66, 2.83, 0.148, 0.00, 0.00
23.78, 2.89, 0.398, 0.00, 25.02
23.89, 2.98, 0.648, 0.00, 25.02
24.09, 3.13, 0.648, 25.02, 25.02
24.29, 3.28, 0.648, 25.02, 25.02
24.49, 3.44, 0.648, 25.02, 25.02
24.69, 3.59, 0.648, 25.02, 25.02
24.89, 3.74, 0.648, 25.02, 25.02
25.09, 3.89, 0.648, 25.02, 25.02
25.28, 4.04, 0.648, 25.02, 25.02
25.48, 4.19, 0.648, 25.02, 25.02
25.68, 4.34, 0.648, 25.02, 25.02
25.88, 4.49, 0.648, 25.02, 25.02
26.08, 4.64, 0.648, 25.02, 25.02
26.28, 4.79, 0.648, 25.02, 25.02
26.48, 4.95, 0.648, 25.02, 25.02
26.68, 5.10, 0.648, 25.02, 25.02
26.88, 5.25, 0.648, 25.02, 25.02
27.08, 5.40, 0.648, 25.02, 25.02
27.28, 5.55, 0.648, 25.02, 25.02
27.48, 5.70, 0.648, 25.02, 25.02
27.68, 5.85, 0.648, 25.02, 25.02
27.88, 6.00, 0.648, 25.02, 25.02
28.08, 6.15, 0.648, 25.02, 25.02
28.28, 6.31, 0.648, 25.02, 25.02
28.48, 6.46, 0.648, 25.02, 25.02
28.68, 6.61, 0.648, 25.02, 25.02
28.88, 6.76, 0.648, 25.02, 25.02
29.08, 6.91, 0.648, 25.02, 25.02
29.28, 7.06, 0.648, 25.02, 25.02
29.47, 7.21, 0.648, 25.02, 25.02
29.67, 7.36, 0.648, 25.02, 25.02
29.87, 7.51, 0.648, 25.02, 25.02
30.07, 7.66, 0.648, 25.02, 25.02
30.27, 7.82, 0.648, 25.02, 25.02
30.47, 7.97, 0.648, 25.02, 25.02
30.67, 8.12, 0.648, 25.02, 25.02
30.87, 8.27, 0.648, 25.02, 25.02
31.07, 8.42, 0.648, 25.02, 25.02
31.27, 8.57, 0.648, 25.02, 25.02
31.47, 8.72, 0.648, 25.02, 25.02
31.67, 8.87, 0.648, 25.02, 25.02
31.87, 9.02, 0.648, 25.02, 25.02
32.07, 9.18, 0.648, 25.02, 25.02
32.27, 9.33, 0.648, 25.02, 25.02
32.47, 9.48, 0.648, 25.02, 25.02
32.67, 9.63, 0.648, 25.02, 25.02
32.89, 9.83, 0.726, 25.02, 32.84
33.02, 9.90, 0.554, 25.02, 7.82
33.17, 9.95, 0.382, 25.02, 7.82
33.33, 9.97, 0.210, 25.02, 7.82
33.49, 9.97, 0.038, 25.02, 7.82
33.65, 9.93, -0.134, 25.02, 7.82
33.81, 9.87, -0.306, 25.02, 7.82
33.96, 9.78, -0.478, 25.02, 7.82
34.00, 9.77, -0.400, 0.00, 7.82
34.04, 9.75, -0.322, 0.00, 7.82
34.07, 9.75, -0.243, 0.00, 7.82
34.11, 9.74, -0.165, 0.00, 7.82
34.11, 9.74, -0.165, 0.00, 0.00
34.24, 9.77, 0.085, 0.00, 25.02
34.36, 9.82, 0.335, 0.00, 25.02
34.59, 9.91, 0.335, 25.02, 25.02
34.83, 9.99, 0.335, 25.02, 25.02
35.07, 10.07, 0.335, 25.02, 25.02
35.30, 10.15, 0.335, 25.02, 25.02
35.54, 10.24, 0.335, 25.02, 25.02
35.78, 10.32, 0.335, 25.02, 25.02
36.01, 10.40, 0.335, 25.02, 25.02
36.25, 10.48, 0.335, 25.02, 25.02
36.49, 10.56, 0.335, 25.02, 25.02
36.72, 10.65, 0.335, 25.02, 25.02
36.99, 10.77, 0.413, 25.02, 32.84
37.15, 10.80, 0.241, 25.02, 7.82
37.31, 10.80, 0.069, 25.02, 7.82
37.47, 10.77, -0.103, 25.02, 7.82
37.63, 10.71, -0.275, 25.02, 7.82
37.79, 10.62, -0.447, 25.02, 7.82
37.93, 10.52, -0.619, 25.02, 7.82
38.05, 10.39, -0.791, 25.02, 7.82
38.16, 10.25, -0.963, 25.02, 7.82
38.24, 10.09, -1.135, 25.02, 7.82
38.30, 9.93, -1.307, 25.02, 7.82
38.32, 9.76, -1.479, 25.02, 7.82
38.33, 9.59, -1.651, 25.02, 7.82
38.30, 9.44, -1.823, 25.02, 7.82
38.24, 9.29, -1.995, 25.02, 7.82
38.16, 9.16, -2.167, 25.02, 7.82
38.14, 9.13, -2.089, 0.00, 7.82
38.13, 9.09, -2.011, 0.00, 7.82
38.11, 9.05, -1.933, 0.00, 7.82
38.10, 9.02, -1.854, 0.00, 7.82
38.09, 8.98, -1.776, 0.00, 7.82
38.08, 8.94, -1.698, 0.00, 7.82
38.08, 8.90, -1.620, 0.00, 7.82
38.08, 8.86, -1.542, 0.00, 7.82
38.08, 8.82, -1.463, 0.00, 7.82
38.09, 8.78, -1.385, 0.00, 7.82
38.09, 8.75, -1.307, 0.00, 7.82
38.11, 8.71, -1.229, 0.00, 7.82
38.12, 8.67, -1.151, 0.00, 7.82
38.14, 8.64, -1.072, 0.00, 7.82
38.16, 8.61, -0.994, 0.00, 7.82
38.18, 8.58, -0.916, 0.00, 7.82
38.21, 8.55, -0.838, 0.00, 7.82
38.23, 8.52, -0.760, 0.00, 7.82
38.26, 8.50, -0.681, 0.00, 7.82
38.29, 8.48, -0.603, 0.00, 7.82
38.33, 8.46, -0.525, 0.00, 7.82
38.36, 8.45, -0.447, 0.00, 7.82
38.40, 8.43, -0.369, 0.00, 7.82
38.43, 8.42, -0.290, 0.00, 7.82
38.47, 8.42, -0.212, 0.00, 7.82
38.51, 8.41, -0.134, 0.00, 7.82
38.55, 8.41, -0.056, 0.00, 7.82
38.59, 8.42, 0.022, 0.00, 7.82
38.63, 8.42, 0.101, 0.00, 7.82
38.63, 8.42, 0.101, 0.00, 0.00
38.63, 8.42, 0.101, 0.00, 0.00
38.63, 8.42, 0.101, 0.00, 0.00
38.75, 8.48, 0.351, 0.00, 25.02
38.86, 8.56, 0.601, 0.00, 25.02
38.95, 8.67, 0.851, 0.00, 25.02
39.02, 8.79, 1.102, 0.00, 25.02
39.07, 8.92, 1.352, 0.00, 25.02
39.08, 9.05, 1.602, 0.00, 25.02
39.07, 9.30, 1.602, 25.02, 25.02
39.06, 9.55, 1.602, 25.02, 25.02
39.05, 9.80, 1.602, 25.02, 25.02
39.05, 10.05, 1.602, 25.02, 25.02
39.04, 10.30, 1.602, 25.02, 25.02
39.03, 10.55, 1.602, 25.02, 25.02
39.02, 10.80, 1.602, 25.02, 25.02
39.01, 11.05, 1.602, 25.02, 25.02
39.02, 11.34, 1.524, 32.84, 25.02
39.04, 11.62, 1.446, 32.84, 25.02
39.05, 11.79, 1.618, 7.82, 25.02
39.03, 11.95, 1.790, 7.82, 25.02
38.98, 12.09, 1.962, 7.82, 25.02
38.90, 12.23, 2.134, 7.82, 25.02
38.80, 12.34, 2.306, 7.82, 25.02
38.68, 12.43, 2.478, 7.82, 25.02
38.55, 12.50, 2.650, 7.82, 25.02
38.39, 12.54, 2.822, 7.82, 25.02
38.23, 12.55, 2.994, 7.82, 25.02
38.07, 12.53, -3.117, 7.82, 25.02
37.91, 12.48, -2.945, 7.82, 25.02
37.75, 12.41, -2.773, 7.82, 25.02
37.60, 12.31, -2.601, 7.82, 25.02
37.47, 12.19, -2.429, 7.82, 25.02
37.36, 12.06, -2.257, 7.82, 25.02
37.26, 11.91, -2.085, 7.82, 25.02
37.20, 11.74, -1.913, 7.82, 25.02
37.15, 11.58, -1.741, 7.82, 25.02
37.14, 11.41, -1.569, 7.82, 25.02
37.15, 11.25, -1.397, 7.82, 25.02
37.20, 11.10, -1.225, 7.82, 25.02
37.27, 10.96, -1.053, 7.82, 25.02
37.36, 10.84, -0.881, 7.82, 25.02
37.47, 10.75, -0.708, 7.82, 25.02
37.61, 10.67, -0.536, 7.82, 25.02
37.72, 10.65, -0.286, 0.00, 25.02
37.96, 10.58, -0.286, 25.02, 25.02
38.20, 10.51, -0.286, 25.02, 25.02
38.44, 10.44, -0.286, 25.02, 25.02
38.72, 10.39, -0.208, 25.02, 32.84
38.88, 10.32, -0.380, 25.02, 7.82
39.03, 10.22, -0.552, 25.02, 7.82
39.16, 10.10, -0.724, 25.02, 7.82
39.27, 9.96, -0.896, 25.02, 7.82
39.36, 9.81, -1.068, 25.02, 7.82
39.43, 9.65, -1.240, 25.02, 7.82
39.45, 9.52, -1.490, 25.02, 0.00
39.45, 9.40, -1.741, 25.02, 0.00
39.41, 9.15, -1.741, 25.02, 25.02
39.36, 8.90, -1.741, 25.02, 25.02
39.32, 8.66, -1.741, 25.02, 25.02
39.28, 8.41, -1.741, 25.02, 25.02
39.24, 8.16, -1.741, 25.02, 25.02
39.20, 7.87, -1.663, 25.02, 32.84
39.18, 7.58, -1.584, 25.02, 32.84
39.17, 7.42, -1.756, 25.02, 7.82
39.12, 7.27, -1.928, 25.02, 7.82
39.11, 7.23, -1.850, 0.00, 7.82
39.10, 7.19, -1.772, 0.00, 7.82
39.09, 7.16, -1.694, 0.00, 7.82
39.09, 7.12, -1.616, 0.00, 7.82
39.09, 7.08, -1.537, 0.00, 7.82
39.09, 7.04, -1.459, 0.00, 7.82
39.10, 7.00, -1.381, 0.00, 7.82
39.11, 6.96, -1.303, 0.00, 7.82
39.12, 6.93, -1.225, 0.00, 7.82
39.14, 6.89, -1.146, 0.00, 7.82
39.15, 6.86, -1.068, 0.00, 7.82
39.17, 6.83, -0.990, 0.00, 7.82
39.20, 6.80, -0.912, 0.00, 7.82
39.22, 6.77, -0.834, 0.00, 7.82
39.25, 6.74, -0.755, 0.00, 7.82
39.28, 6.72, -0.677, 0.00, 7.82
